"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PF","Terrence Jones",3600,"Mil@NO 08:00PM ET",13.417,"NO"
"SG/SF","Kyle Anderson",3600,"Uta@SA 08:30PM ET",14.250,"SA"
"SG","Nick Young",3500,"LAL@Ind 07:00PM ET",19.167,"LAL"
"SG","Buddy Hield",3500,"Mil@NO 08:00PM ET",11.083,"NO"
"PF","Derrick Williams",3400,"Sac@Mia 07:30PM ET",0,"Mia"
"SG","Gerald Henderson",3400,"Orl@Phi 07:00PM ET",8.625,"Phi"
"SF/PF","Michael Beasley",3400,"Mil@NO 08:00PM ET",9.250,"Mil"
"SF","Solomon Hill",3400,"Mil@NO 08:00PM ET",11.167,"NO"
"PF/C","Trey Lyles",3400,"Uta@SA 08:30PM ET",10.917,"Uta"
"SF","Stanley Johnson",3300,"NY@Det 07:30PM ET",8.667,"Det"
"PG","Wade Baldwin IV",3300,"Mem@Min 08:00PM ET",18.583,"Mem"
"C","Ed Davis",3300,"GS@Por 10:00PM ET",11.167,"Por"
"SG/SF","Tony Snell",3300,"Mil@NO 08:00PM ET",10.250,"Mil"
"PG","Beno Udrih",3200,"NY@Det 07:30PM ET",16.333,"Det"
"C","Josh McRoberts",3200,"Sac@Mia 07:30PM ET",0,"Mia"
"C","Willie Reed",3200,"Sac@Mia 07:30PM ET",13.417,"Mia"
"SG/SF","Mario Hezonja",3200,"Orl@Phi 07:00PM ET",13.417,"Orl"
"SG/SF","C.J. Miles",3200,"LAL@Ind 07:00PM ET",19.083,"Ind"
"SF/PF","Larry Nance Jr.",3200,"LAL@Ind 07:00PM ET",11.667,"LAL"
"SG/SF","Justin Holiday",3100,"NY@Det 07:30PM ET",16.500,"NY"
"PF/C","Kyle O'Quinn",3100,"NY@Det 07:30PM ET",17.125,"NY"
"PF","Luke Babbitt",3100,"Sac@Mia 07:30PM ET",14.417,"Mia"
"C","Kosta Koufos",3100,"Sac@Mia 07:30PM ET",14.250,"Sac"
"C","Willie Cauley-Stein",3100,"Sac@Mia 07:30PM ET",5.833,"Sac"
"SG","Malcolm Brogdon",3100,"Mil@NO 08:00PM ET",12.833,"Mil"
"SG","Rashad Vaughn",3100,"Mil@NO 08:00PM ET",15.667,"Mil"
"PF/C","Boris Diaw",3100,"Uta@SA 08:30PM ET",3.583,"Uta"
"SG","Sasha Vujacic",3000,"NY@Det 07:30PM ET",2.000,"NY"
"SG","Reggie Bullock",3000,"NY@Det 07:30PM ET",0,"Det"
"SG","Darrun Hilliard",3000,"NY@Det 07:30PM ET",1.000,"Det"
"SG","Ron Baker",3000,"NY@Det 07:30PM ET",6.750,"NY"
"SF/PF","Lance Thomas",3000,"NY@Det 07:30PM ET",9.000,"NY"
"SF","Michael Gbinije",3000,"NY@Det 07:30PM ET",1.750,"Det"
"SF","Mindaugas Kuzminskas",3000,"NY@Det 07:30PM ET",8.750,"NY"
"PF","Maurice Ndour",3000,"NY@Det 07:30PM ET",0,"NY"
"PF","Henry Ellenson",3000,"NY@Det 07:30PM ET",4.125,"Det"
"C","Aron Baynes",3000,"NY@Det 07:30PM ET",15.583,"Det"
"C","Boban Marjanovic",3000,"NY@Det 07:30PM ET",2.625,"Det"
"C","Marshall Plumlee",3000,"NY@Det 07:30PM ET",0,"NY"
"C","Guillermo Hernangomez",3000,"NY@Det 07:30PM ET",5.125,"NY"
"PG","John Lucas III",3000,"Mem@Min 08:00PM ET",0,"Min"
"PG","Andrew Harrison",3000,"Mem@Min 08:00PM ET",11.833,"Mem"
"PG","Tyus Jones",3000,"Mem@Min 08:00PM ET",0,"Min"
"SG/SF","Brandon Rush",3000,"Mem@Min 08:00PM ET",5.125,"Min"
"SG/SF","Shabazz Muhammad",3000,"Mem@Min 08:00PM ET",8.125,"Min"
"SG","Troy Daniels",3000,"Mem@Min 08:00PM ET",5.500,"Mem"
"SF/PF","Jarell Martin",3000,"Mem@Min 08:00PM ET",14.250,"Mem"
"PF","Jordan Hill",3000,"Mem@Min 08:00PM ET",0,"Min"
"PF","Nemanja Bjelica",3000,"Mem@Min 08:00PM ET",7.375,"Min"
"PF","Adreian Payne",3000,"Mem@Min 08:00PM ET",0,"Min"
"PF","Troy Williams",3000,"Mem@Min 08:00PM ET",4.500,"Mem"
"PF","Deyonta Davis",3000,"Mem@Min 08:00PM ET",1.500,"Mem"
"C","Brandan Wright",3000,"Mem@Min 08:00PM ET",0,"Mem"
"C","Cole Aldrich",3000,"Mem@Min 08:00PM ET",8.125,"Min"
"C","Nikola Pekovic",3000,"Mem@Min 08:00PM ET",0,"Min"
"PG/SG","Garrett Temple",3000,"Sac@Mia 07:30PM ET",9.167,"Sac"
"SG","Wayne Ellington",3000,"Sac@Mia 07:30PM ET",0,"Mia"
"SG","Rodney McGruder",3000,"Sac@Mia 07:30PM ET",9.917,"Mia"
"SG","Ben McLemore",3000,"Sac@Mia 07:30PM ET",11.667,"Sac"
"SG","Malachi Richardson",3000,"Sac@Mia 07:30PM ET",0.000,"Sac"
"SF/PF","Anthony Tolliver",3000,"Sac@Mia 07:30PM ET",7.250,"Sac"
"SF/PF","James Johnson",3000,"Sac@Mia 07:30PM ET",13.000,"Mia"
"PF","Chris Bosh",3000,"Sac@Mia 07:30PM ET",0,"Mia"
"PF","Udonis Haslem",3000,"Sac@Mia 07:30PM ET",0,"Mia"
"PF","Omri Casspi",3000,"Sac@Mia 07:30PM ET",6.250,"Sac"
"PF","Skal Labissiere",3000,"Sac@Mia 07:30PM ET",0,"Sac"
"C","Georgios Papagiannis",3000,"Sac@Mia 07:30PM ET",0,"Sac"
"PG","C.J. Watson",3000,"Orl@Phi 07:00PM ET",2.750,"Orl"
"PG","D.J. Augustin",3000,"Orl@Phi 07:00PM ET",13.750,"Orl"
"SG","Jodie Meeks",3000,"Orl@Phi 07:00PM ET",0,"Orl"
"SG","C.J. Wilcox",3000,"Orl@Phi 07:00PM ET",3.875,"Orl"
"SG","Hollis Thompson",3000,"Orl@Phi 07:00PM ET",10.125,"Phi"
"SG","Nik Stauskas",3000,"Orl@Phi 07:00PM ET",17.375,"Phi"
"SG","Timothe Luwawu-Cabarrot",3000,"Orl@Phi 07:00PM ET",4.250,"Phi"
"SF","Damjan Rudez",3000,"Orl@Phi 07:00PM ET",0,"Orl"
"SF","Ben Simmons",3000,"Orl@Phi 07:00PM ET",0,"Phi"
"PF","Arinze Onuaku",3000,"Orl@Phi 07:00PM ET",0,"Orl"
"PF","Stephen Zimmerman Jr.",3000,"Orl@Phi 07:00PM ET",6.500,"Orl"
"PG/SG","Ian Clark",3000,"GS@Por 10:00PM ET",5.167,"GS"
"PG","Shaun Livingston",3000,"GS@Por 10:00PM ET",6.167,"GS"
"PG","Shabazz Napier",3000,"GS@Por 10:00PM ET",0.000,"Por"
"PG","Tim Quarterman",3000,"GS@Por 10:00PM ET",0,"Por"
"SG/SF","Patrick McCaw",3000,"GS@Por 10:00PM ET",7.000,"GS"
"SF","Pat Connaughton",3000,"GS@Por 10:00PM ET",0,"Por"
"PF","David West",3000,"GS@Por 10:00PM ET",6.000,"GS"
"PF","Meyers Leonard",3000,"GS@Por 10:00PM ET",4.750,"Por"
"PF","James Michael McAdoo",3000,"GS@Por 10:00PM ET",0,"GS"
"PF","Jake Layman",3000,"GS@Por 10:00PM ET",0,"Por"
"PF","Noah Vonleh",3000,"GS@Por 10:00PM ET",8.417,"Por"
"PF","Kevon Looney",3000,"GS@Por 10:00PM ET",4.083,"GS"
"C","Anderson Varejao",3000,"GS@Por 10:00PM ET",1.000,"GS"
"C","JaVale McGee",3000,"GS@Por 10:00PM ET",2.000,"GS"
"C","Festus Ezeli",3000,"GS@Por 10:00PM ET",0,"Por"
"C","Damian Jones",3000,"GS@Por 10:00PM ET",0,"GS"
"PG/SG","Rodney Stuckey",3000,"LAL@Ind 07:00PM ET",7.750,"Ind"
"PG","Aaron Brooks",3000,"LAL@Ind 07:00PM ET",0,"Ind"
"PG","Jose Calderon",3000,"LAL@Ind 07:00PM ET",-0.500,"LAL"
"PG","Marcelo Huertas",3000,"LAL@Ind 07:00PM ET",9.500,"LAL"
"SG","Joe Young",3000,"LAL@Ind 07:00PM ET",9.833,"Ind"
"SF","Metta World Peace",3000,"LAL@Ind 07:00PM ET",1.000,"LAL"
"SF","Georges Niang",3000,"LAL@Ind 07:00PM ET",4.125,"Ind"
"SF","Glenn Robinson III",3000,"LAL@Ind 07:00PM ET",7.750,"Ind"
"PF","Lavoy Allen",3000,"LAL@Ind 07:00PM ET",7.583,"Ind"
"PF","Thomas Robinson",3000,"LAL@Ind 07:00PM ET",0.000,"LAL"
"PF","Rakeem Christmas",3000,"LAL@Ind 07:00PM ET",2.750,"Ind"
"C","Kevin Seraphin",3000,"LAL@Ind 07:00PM ET",11.625,"Ind"
"C","Tarik Black",3000,"LAL@Ind 07:00PM ET",11.250,"LAL"
"C","Ivica Zubac",3000,"LAL@Ind 07:00PM ET",0,"LAL"
"PG","Jason Terry",3000,"Mil@NO 08:00PM ET",9.000,"Mil"
"PG","Langston Galloway",3000,"Mil@NO 08:00PM ET",9.000,"NO"
"SG","Khris Middleton",3000,"Mil@NO 08:00PM ET",0,"Mil"
"SF/PF","Dante Cunningham",3000,"Mil@NO 08:00PM ET",15.583,"NO"
"SF","Steve Novak",3000,"Mil@NO 08:00PM ET",0,"Mil"
"SF","Quincy Pondexter",3000,"Mil@NO 08:00PM ET",0,"NO"
"PF","Cheick Diallo",3000,"Mil@NO 08:00PM ET",3.250,"NO"
"PF","Thon Maker",3000,"Mil@NO 08:00PM ET",1.250,"Mil"
"C","Alexis Ajinca",3000,"Mil@NO 08:00PM ET",5.875,"NO"
"C","Omer Asik",3000,"Mil@NO 08:00PM ET",7.417,"NO"
"C","Miles Plumlee",3000,"Mil@NO 08:00PM ET",9.917,"Mil"
"C","John Henson",3000,"Mil@NO 08:00PM ET",15.750,"Mil"
"PG","Shelvin Mack",3000,"Uta@SA 08:30PM ET",12.083,"Uta"
"PG","Nicolas Laprovittola",3000,"Uta@SA 08:30PM ET",6.667,"SA"
"PG","Bryn Forbes",3000,"Uta@SA 08:30PM ET",2.625,"SA"
"PG","Raul Neto",3000,"Uta@SA 08:30PM ET",2.250,"Uta"
"PG","Dante Exum",3000,"Uta@SA 08:30PM ET",10.500,"Uta"
"PG","Dejounte Murray",3000,"Uta@SA 08:30PM ET",3.500,"SA"
"SG","Alec Burks",3000,"Uta@SA 08:30PM ET",0,"Uta"
"SF","Joe Ingles",3000,"Uta@SA 08:30PM ET",10.333,"Uta"
"SF","Davis Bertans",3000,"Uta@SA 08:30PM ET",9.083,"SA"
"PF","Joel Bolomboy",3000,"Uta@SA 08:30PM ET",9.750,"Uta"
"C","Jeff Withey",3000,"Uta@SA 08:30PM ET",5.250,"Uta"
